fold,subfold,words,segments,pos_tags
"2","A","[مبغاتش,تفهم,ليا,أنيس,خرج, ...]","[م+بغا+ت+ش,تفهم,ل+يا,أنيس,خرج, ...]","[PART+V+PRON+NEG_PART,V,PREP+PRON,NOUN,V, ...]"
"3","A","[مبقاش,بزاف,ونوصلو,صفحة,سوها, ...]","[م+بقا+ش,بزاف,و+نوصل+و,صفح+ة,سوها, ...]","[PART+V+NEG_PART,ADV,CONJ+V+PRON,NOUN+NSUFF,NOUN, ...]"
"5","A","[@MohamadBash,محمد,باش,بليز,فولو, ...]","[@MohamadBash,محمد,باش,بليز,فولو, ...]","[MENTION,NOUN,NOUN,NOUN,V, ...]"
"4","A","[مدام,كاينة,نعمة,الأمن,نحمد, ...]","[مدام,كاين+ة,نعم+ة,ال+أمن,نحمد, ...]","[PART,ADJ+NSUFF,NOUN+NSUFF,DET+NOUN,V, ...]"
"3","A","[مغربية,راني,حابة,نتزوج,بحمزة, ...]","[مغربي+ة,را+ني,حاب+ة,نتزوج,ب+حمزة, ...]","[NOUN+NSUFF,PART+PRON,ADJ+NSUFF,V,PREP+NOUN, ...]"
"4","A","[#kenzaMorsli,ملاكي,بقيلك,احمد,صلاح, ...]","[#kenzaMorsli,ملاك+ي,ب+قيل+ك,احمد,صلاح, ...]","[HASH,NOUN+PRON,V+PREP+PRON,NOUN,NOUN, ...]"
"3","B","[#كلاسيكيات_الابتدائي,ملي,الاستاد,تايجيب,هاد, ...]","[#كلاسيكيات_الابتدائي,ملي,ال+استاد,تا+يجيب,هاد, ...]","[HASH,ADV,DET+NOUN,FUT_PART+V,PRON, ...]"
"1","A","[#مليكنت_صغير,بكثرت,الغيرة,من,خويا, ...]","[#مليكنت_صغير,ب+كثرت,ال+غير+ة,من,خو+يا, ...]","[HASH,PREP+NOUN,DET+NOUN+NSUFF,PREP,NOUN+PRON, ...]"
"3","A","[@claudefatia,ممكن,يكون,الاستثناء,هاد, ...]","[@claudefatia,ممكن,يكون,ال+استثناء,هاد, ...]","[MENTION,ADV,V,DET+NOUN,PRON, ...]"
"5","B","[من,الاخر,لي,بغى,يبقى, ...]","[من,ال+اخر,لي,بغى,يبقى, ...]","[PREP,DET+NOUN,PART,V,V, ...]"
"2","B","[والله,حتى,مضاربتكم,توحشتها,اهاب, ...]","[و+الله,حتى,مضارب+ت+كم,توحش+ت+ها,اهاب, ...]","[CONJ+NOUN,PART,NOUN+NSUFF+PRON,V+PRON+PRON,NOUN, ...]"
"4","B","[#من_عادات_حنان,كمية,حب,فهاد,التاق, ...]","[#من_عادات_حنان,كمي+ة,حب,ف+هاد,ال+تاق, ...]","[HASH,NOUN+NSUFF,NOUN,PREP+PRON,DET+NOUN, ...]"
"5","B","[من,لايثق,في,برشلونه,فعليه, ...]","[من,لا+يثق,في,برشلون+ه,ف+علي+ه, ...]","[PART,PART+V,PREP,NOUN+NSUFF,CONJ+PREP+PRON, ...]"
"1","B","[منليقش,ليك,ماتليقي,ليا,بزاف, ...]","[م+نليق+ش,لي+ك,ما+تليق+ي,ل+يا,بزاف, ...]","[PART+V+NEG_PART,PREP+PRON,PART+V+PRON,PREP+PRON,ADV, ...]"
"4","B","[@Jwahar97,منليقش,ليك,متلقي,ليا, ...]","[@Jwahar97,م+نليق+ش,لي+ك,م+تلق+ي,ل+يا, ...]","[MENTION,PART+V+NEG_PART,PREP+PRON,PART+V+PRON,PREP+PRON, ...]"
"5","A","[#كلاسيكيات_الابتدائي,منين,كاتبغي,تصاحب,مع, ...]","[#كلاسيكيات_الابتدائي,منين,كا+تبغي,تصاحب,مع, ...]","[HASH,PART,PROG_PART+V,V,CONJ, ...]"
"5","B","[#ميدانينا,يخي,لما,يحضنك,احد, ...]","[#ميدانينا,يخي,لما,يحضن+ك,احد, ...]","[HASH,PART,PART,V+PRON,NOUN, ...]"
"5","B","[#TheVoiceKids,ميرال,غادي,و,غنى, ...]","[#TheVoiceKids,ميرال,غادي,و,غنى, ...]","[HASH,NOUN,PART,CONJ,V, ...]"
"1","B","[شعب,راسو,قاسي,يحب,رأيو, ...]","[شعب,راس+و,قاسي,يحب,رأي+و, ...]","[NOUN,NOUN+PRON,ADJ,V,NOUN+PRON, ...]"
"1","B","[نتوما,واش,مكتعارفوش,تشجعوا,بنادم, ...]","[نتوما,واش,م+ك+تعارف+و+ش,تشجع+وا,بنادم, ...]","[PRON,PART,PART+PROG_PART+V+PRON+NEG_PART,V+PRON,NOUN, ...]"
"4","A","[@souhilabintarab,نحبوك,و,نعشقوك,بهبالك, ...]","[@souhilabintarab,نحب+و+ك,و,نعشق+و+ك,ب+هبال+ك, ...]","[MENTION,V+PRON+PRON,CONJ,V+PRON+PRON,PREP+NOUN+PRON, ...]"
"4","A","[نحن,غروب,معنا,خالتو,وصحابو, ...]","[نحن,غروب,مع+نا,خال+تو,و+صحاب+و, ...]","[PRON,NOUN,CONJ+PRON,NOUN+PRON,CONJ+NOUN+PRON, ...]"
"4","B","[ندير,مابغيت,م,الهدره,عيييت, ...]","[ندير,ما+بغي+ت,م,ال+هدر+ه,عييي+ت, ...]","[V,PART+V+PRON,PREP,DET+NOUN+NSUFF,V+PRON, ...]"
"4","A","[#SocialMediaNight,#NassimRaissi,نسوم,يا,مهضوم, ...]","[#SocialMediaNight,#NassimRaissi,نسوم,يا,مهضوم, ...]","[HASH,HASH,NOUN,PART,ADJ, ...]"
"1","A","[نسيتوا,واش,داروا,فيها,وجلسة, ...]","[نسيت+وا,واش,دار+وا,في+ها,و+جلس+ة, ...]","[V+PRON,PART,V+PRON,PREP+PRON,CONJ+NOUN+NSUFF, ...]"
"1","B","[#نسيم_يغني_عراقي,#نسيم_محبوب_العرب,@Nassim_Raissi,#NassimRaissi,نسوم, ...]","[#نسيم_يغني_عراقي,#نسيم_محبوب_العرب,@Nassim_Raissi,#NassimRaissi,نسوم, ...]","[HASH,HASH,MENTION,HASH,NOUN, ...]"
"3","B","[نشدو,عليها,شي,لايڤ,ديال, ...]","[نشد+و,علي+ها,شي,لايڤ,ديال, ...]","[V+PRON,PREP+PRON,NOUN,NOUN,PREP, ...]"
"3","B","[نموت,عليك,سهيلة,ربي,يشفيك, ...]","[نموت,علي+ك,سهيل+ة,رب+ي,يشفي+ك, ...]","[V,PREP+PRON,NOUN+NSUFF,NOUN+PRON,V+PRON, ...]"
"4","B","[@111Wind,نندب,في,وجي,لكان, ...]","[@111Wind,نندب,في,وج+ي,ل+كان, ...]","[MENTION,V,PREP,NOUN+PRON,PART+V, ...]"
"2","A","[@ninoucha3006,@saharalkamar,نينوشة,نتي,باينة, ...]","[@ninoucha3006,@saharalkamar,نينوش+ة,نتي,باين+ة, ...]","[MENTION,MENTION,NOUN+NSUFF,PRON,ADJ+NSUFF, ...]"
"4","B","[@KoukiRokima,هاد,العام,بزاف,اختي, ...]","[@KoukiRokima,هاد,ال+عام,بزاف,اخت+ي, ...]","[MENTION,PRON,DET+NOUN,ADV,NOUN+PRON, ...]"
"4","A","[#HananeElKhader,#IhabAmir,#SouhailaBenLachhab,هاد,العام, ...]","[#HananeElKhader,#IhabAmir,#SouhailaBenLachhab,هاد,ال+عام, ...]","[HASH,HASH,HASH,PRON,DET+NOUN, ...]"
"4","A","[هاد,ام,الهايشة,كنت,نحترمها, ...]","[هاد,ام,ال+هايش+ة,كنت,نحترم+ها, ...]","[PRON,NOUN,DET+NOUN+NSUFF,V,V+PRON, ...]"
"1","A","[@SukainaQamal,@PresentableVue,@fenfoona_foufa,@saritta18_sarah,هاد, ...]","[@SukainaQamal,@PresentableVue,@fenfoona_foufa,@saritta18_sarah,هاد, ...]","[MENTION,MENTION,MENTION,MENTION,PRON, ...]"
"2","B","[هادا,التاغ,فيه,السلام,و, ...]","[هادا,ال+تاغ,في+ه,ال+سلام,و, ...]","[PRON,DET+NOUN,PREP+PRON,DET+NOUN,CONJ, ...]"
"2","A","[هاداوين,فهمت,وعلاش,مزالت,لليوم, ...]","[هادا+وين,فهم+ت,و+علاش,مزال+ت,ل+ال+يوم, ...]","[PRON+ADV,V+PRON,CONJ+PART,PART+PRON,PREP+DET+NOUN, ...]"
"2","B","[هادو,خوتنا,المصاروا,نتاع,الصح, ...]","[هادو,خوت+نا,ال+مصاروا,نتاع,ال+صح, ...]","[PRON,NOUN+PRON,DET+NOUN,PREP,DET+NOUN, ...]"
"5","B","[هادي,مافيك,تقول,أكثر,في, ...]","[هادي,ما+في+ك,تقول,أكثر,في, ...]","[PRON,PART+PREP+PRON,V,ADJ,PREP, ...]"
"2","A","[هاي,أنيس,حبيت,نقولك,راك, ...]","[هاي,أنيس,حبي+ت,نقول+ك,را+ك, ...]","[NOUN,NOUN,V+PRON,V+PRON,PART+PRON, ...]"
"5","A","[@nihadhananهدا,راه,حشمت,نقولها,ماشي, ...]","[@nihadhananهدا,را+ه,حشم+ت,نقول+ها,ماشي, ...]","[MENTION,PART+PRON,V+PRON,V+PRON,PART, ...]"
"1","A","[@i_love_moroco,هداك,راه,اناني,هي, ...]","[@i_love_moroco,هدا+ك,را+ه,اناني,هي, ...]","[MENTION,PART+PRON,PART+PRON,ADJ,PRON, ...]"
"3","A","[@souhilabintarab,#ihabAmir,هشام,المغربي,اكبر, ...]","[@souhilabintarab,#ihabAmir,هشام,ال+مغربي,اكبر, ...]","[MENTION,HASH,NOUN,DET+ADJ,ADJ, ...]"
"3","B","[هشتاق,سهيله,رجع,غي,تاااع, ...]","[هشتاق,سهيل+ه,رجع,غي,تاااع, ...]","[NOUN,NOUN+NSUFF,V,NOUN,PREP, ...]"
"1","B","[#AnisBourahla,#SocialMediaNight,هكا,بغينا,نشوفو, ...]","[#AnisBourahla,#SocialMediaNight,هكا,بغي+نا,نشوف+و, ...]","[HASH,HASH,PART,V+PRON,V+PRON, ...]"
"4","B","[هل,ترون,أن,ايهاب,و, ...]","[هل,تر+ون,أن,ايهاب,و, ...]","[PART,V+PRON,PART,NOUN,CONJ, ...]"
"1","B","[هه,هم,يضحك,و,هم, ...]","[هه,هم,يضحك,و,هم, ...]","[EMOT,NOUN,V,CONJ,NOUN, ...]"
"4","B","[@meral_samer,@shams2015saud1,ههه,آااويلي,حتى, ...]","[@meral_samer,@shams2015saud1,ههه,آاا+ويل+ي,حتى, ...]","[MENTION,MENTION,EMOT,PART+NOUN+PRON,PART, ...]"
"4","A","[@elmoromourad,ههه,كاينة,،,صافي, ...]","[@elmoromourad,ههه,كاين+ة,،,صافي, ...]","[MENTION,EMOT,ADJ+NSUFF,PUNC,NOUN, ...]"
"5","B","[@KarimaSiki,هههه,راك,عاد,فايقة, ...]","[@KarimaSiki,هههه,را+ك,عاد,فايق+ة, ...]","[MENTION,EMOT,PART+PRON,ADV,NOUN+NSUFF, ...]"
"3","B","[@andalousie150,@mouhb1983,هههه,لمطيش,صح, ...]","[@andalousie150,@mouhb1983,هههه,ل+مطيش,صح, ...]","[MENTION,MENTION,EMOT,DET+NOUN,NOUN, ...]"
"1","B","[@79Anise,@Kenza_Morsli,هههه,مام,مع, ...]","[@79Anise,@Kenza_Morsli,هههه,مام,مع, ...]","[MENTION,MENTION,EMOT,NOUN,CONJ, ...]"
"2","B","[@rida198,@CHSASO,@AmNaAlgeriana,هههه,من, ...]","[@rida198,@CHSASO,@AmNaAlgeriana,هههه,من, ...]","[MENTION,MENTION,MENTION,EMOT,PART, ...]"
"4","B","[@foulamarocaine:,@leiladina31,@ines_dz23,ههههه,اختي, ...]","[@foulamarocaine:,@leiladina31,@ines_dz23,ههههه,اخت+ي, ...]","[MENTION,MENTION,MENTION,EMOT,NOUN+PRON, ...]"
"2","A","[@3imad_3imad,@mach_3il,ههههههه,شفتي,كن, ...]","[@3imad_3imad,@mach_3il,ههههههه,شفت+ي,كن, ...]","[MENTION,MENTION,EMOT,V+PRON,V, ...]"
"3","A","[@docilham,@NaoualMessoudi,ههههههههههه,صافي,اللي, ...]","[@docilham,@NaoualMessoudi,ههههههههههه,صافي,اللي, ...]","[MENTION,MENTION,EMOT,NOUN,PART, ...]"
"5","B","[@Salmarach_65,@dodi364,هههههههههههه,اويلي,شوف, ...]","[@Salmarach_65,@dodi364,هههههههههههه,ا+ويل+ي,شوف, ...]","[MENTION,MENTION,EMOT,PART+NOUN+PRON,V, ...]"
"2","A","[@4216warda,هههههههههههههه,ما,تخافيش,كاين, ...]","[@4216warda,هههههههههههههه,ما,تخاف+ي+ش,كاين, ...]","[MENTION,EMOT,PART,V+PRON+PART,NOUN, ...]"
"4","A","[#HananeElKhader,هوبا,جاب,لحنان,بوحدها, ...]","[#HananeElKhader,هوبا,جاب,ل+حنان,ب+وحد+ها, ...]","[HASH,NOUN,V,PREP+NOUN,PREP+NOUN+NSUFF, ...]"
"4","B","[هوبتي,عين,و,صابتك,يا, ...]","[هوب+تي,عين,و,صاب+ت+ك,يا, ...]","[NOUN+PRON,NOUN,CONJ,V+NSUFF+PRON,PART, ...]"
"4","A","[@anis_salma,هي,لا,شفتي,ليا, ...]","[@anis_salma,هي,لا,شفت+ي,ل+يا, ...]","[MENTION,PRON,PART,V+PRON,PREP+PRON, ...]"
"5","B","[و,الله,معندكم,لوجه,علاش, ...]","[و,الله,م+عند+كم,ل+وجه,علاش, ...]","[CONJ,NOUN,PART+NOUN+PRON,DET+NOUN,PART, ...]"
"1","B","[@sugar__carmel,و,انا,عندي,نية, ...]","[@sugar__carmel,و,انا,عند+ي,ني+ة, ...]","[MENTION,CONJ,PRON,NOUN+PRON,NOUN+NSUFF, ...]"
"1","B","[@n__ovnو,زيدي,نصيحة,ليك,ما, ...]","[@n__ovnو,زيد+ي,نصيح+ة,لي+ك,ما, ...]","[MENTION,V+PRON,NOUN+NSUFF,PREP+PRON,PART, ...]"
"2","A","[وا,أنيس,سمحليا,حيث,تعصبت, ...]","[وا,أنيس,سمح+ل+يا,حيث,تعصب+ت, ...]","[PART,NOUN,V+PREP+PRON,ADV,V+PRON, ...]"
"5","B","[وا,بنادممممم,واش,بغيتو,البنت, ...]","[وا,بنادممممم,واش,بغيت+و,ال+بنت, ...]","[PART,NOUN,PART,V+PRON,DET+NOUN, ...]"
"4","A","[@elkaberah,@shadshod86,@Nada_Mohammad93,واخا,فيك, ...]","[@elkaberah,@shadshod86,@Nada_Mohammad93,واخا,في+ك, ...]","[MENTION,MENTION,MENTION,NOUN,PREP+PRON, ...]"
"5","B","[@imane21847011,واخيرا,اقرت,بالحقيقة,ها, ...]","[@imane21847011,و+اخير+ا,اقر+ت,ب+ال+حقيق+ة,ها, ...]","[MENTION,CONJ+NOUN+CASE,V+PRON,PREP+DET+NOUN+NSUFF,PART, ...]"
"3","A","[@star_faiza,واش,حاسبة,روحك,تهدري, ...]","[@star_faiza,واش,حاسب+ة,روح+ك,تهدر+ي, ...]","[MENTION,PART,V+PRON,NOUN+PRON,V+PRON, ...]"
"4","B","[@DzairNewsLive,@JaadLola,@Kenza_Morsli,@souhilabintarab,واش, ...]","[@DzairNewsLive,@JaadLola,@Kenza_Morsli,@souhilabintarab,واش, ...]","[MENTION,MENTION,MENTION,MENTION,PART, ...]"
"3","B","[واش,رايكم,فتصريح,منا,؟, ...]","[واش,راي+كم,ف+تصريح,من+ا,؟, ...]","[PART,NOUN+PRON,PREP+NOUN,PREP+PRON,PUNC, ...]"
"2","B","[واش,عمل,مسكين,قولولنا,الطفل, ...]","[واش,عمل,مسكين,قول+و+ل+نا,ال+طفل, ...]","[PART,V,NOUN,V+PRON+PREP+PRON,DET+NOUN, ...]"
"3","A","[واش,كلشي,كان,كاي,قطع, ...]","[واش,كلشي,كان,كاي,قطع, ...]","[PART,NOUN,V,PROG_PART,V, ...]"
"4","B","[#كلاسيكيات_الابتدائي,واش,نقزو,سطر,ولا, ...]","[#كلاسيكيات_الابتدائي,واش,نقز+و,سطر,ولا, ...]","[HASH,PART,V+PRON,NOUN,CONJ, ...]"
"1","A","[واعرة,واعرة,واعرة,هده,الاغنية, ...]","[واعر+ة,واعر+ة,واعر+ة,هده,ال+اغني+ة, ...]","[ADJ+NSUFF,ADJ+NSUFF,ADJ+NSUFF,PART,DET+NOUN+NSUFF, ...]"
"4","B","[@Hanasoltani1,@souhilabintarab,والحاجة,لي,تقتلني, ...]","[@Hanasoltani1,@souhilabintarab,و+ال+حاج+ة,لي,تقتل+ني, ...]","[MENTION,MENTION,CONJ+DET+NOUN+NSUFF,PART,V+PRON, ...]"
"1","A","[والله,اصاحبي,سروال,البسباس,قتلنا, ...]","[و+الله,اصاحب+ي,سروال,ال+بسباس,قتل+نا, ...]","[CONJ+NOUN,NOUN+PRON,NOUN,DET+NOUN,V+PRON, ...]"
"3","B","[ودابا,المخابز,دارو,الاضراب,في, ...]","[و+دابا,ال+مخابز,دار+و,ال+اضراب,في, ...]","[CONJ+ADV,DET+NOUN,V+PRON,DET+NOUN,PREP, ...]"
"4","B","[وسير,دافع,على,ابيضار,راه, ...]","[و+سير,دافع,على,ابيضار,را+ه, ...]","[CONJ+V,V,PREP,NOUN,PART+PRON, ...]"
"4","A","[@samiatuba,وقالو,ليه,قول,لعباس, ...]","[@samiatuba,و+قال+و,لي+ه,قول,ل+عباس, ...]","[MENTION,CONJ+V+PRON,PREP+PRON,V,PREP+NOUN, ...]"
"4","A","[ومال,حبيبي,مالو,؟,قولولي, ...]","[و+ما+ل,حبيب+ي,ما+ل+و,؟,قول+و+ل+ي, ...]","[CONJ+PART+PREP,NOUN+NSUFF,PART+PREP+PRON,PUNC,V+PRON+PREP+PRON, ...]"
"2","A","[يا,جماعة,وش,صرالي,من, ...]","[يا,جماع+ة,وش,صرا+ل+ي,من, ...]","[PART,NOUN+NSUFF,PART,V+PREP+PRON,PREP, ...]"
"5","B","[@badrsoultan,يا,حبيبنا,راح,حنا, ...]","[@badrsoultan,يا,حبيب+نا,راح,حنا, ...]","[MENTION,PART,NOUN+PRON,V,PRON, ...]"
"2","B","[يا,رب,راني,نصوت,لساهو, ...]","[يا,رب,را+ني,نصوت,ل+ساهو, ...]","[PART,NOUN,PART+PRON,V,PREP+NOUN, ...]"
"3","A","[يا,ربي,واش,راهو,صاري, ...]","[يا,رب+ي,واش,راهو,صاري, ...]","[PART,NOUN+NSUFF,PART,NOUN,NOUN, ...]"
"3","A","[#IhabAmir,#SouhailaBenLachhab,يا,عيباد,الله, ...]","[#IhabAmir,#SouhailaBenLachhab,يا,عيباد,الله, ...]","[HASH,HASH,PART,NOUN,NOUN, ...]"
"1","A","[يا,ناس,نحو,تاغ,ستار, ...]","[يا,ناس,نحو,تاغ,ستار, ...]","[PART,NOUN,V,NOUN,NOUN, ...]"
"4","A","[يااو,اسمعوني,كاش,نهار,سمعتو, ...]","[يااو,اسمع+و+ني,كاش,نهار,سمعت+و, ...]","[NOUN,V+PRON+PRON,NOUN,NOUN,V+PRON, ...]"
"2","A","[#SouhailaBenLachhab,#JeSuisSouhaila,ياجماعة,علاش,مادخلتوش, ...]","[#SouhailaBenLachhab,#JeSuisSouhaila,يا+جماع+ة,علاش,ما+دخل+تو+ش, ...]","[HASH,HASH,PART+NOUN+NSUFF,PART,PART+V+PRON+NEG_PART, ...]"
"2","A","[ياك,نتوما,راسكم,حجر,دايما, ...]","[ياك,نتوما,راس+كم,حجر,دايما, ...]","[NOUN,PRON,NOUN+PRON,NOUN,ADV, ...]"
"5","A","[ياللهه,اش,قد,اوجعني,قلبي, ...]","[ي+اللهه,اش,قد,اوجع+ني,قلب+ي, ...]","[PART+NOUN,PART,NOUN,V+PRON,NOUN+PRON, ...]"
"4","A","[ياو,لكان,تشوف,كيف,كانت, ...]","[ياو,ل+كان,تشوف,كيف,كان+ت, ...]","[PART,PART+V,V,PART,V+PRON, ...]"
"2","B","[@foufa_feryal,@alshreef_stark,يايما,عالفانز,خضرا, ...]","[@foufa_feryal,@alshreef_stark,يا+يما,ع+ال+فانز,خضرا, ...]","[MENTION,MENTION,PART+NOUN,PREP+DET+NOUN,ADJ, ...]"
"5","A","[@souhilabintarab,يحبلهم,باش,يلحقونا,يحبلهم, ...]","[@souhilabintarab,يحب+ل+هم,باش,يلحقو+نا,يحب+ل+هم, ...]","[MENTION,V+PREP+PRON,PART,V+PRON,V+PREP+PRON, ...]"
"1","B","[لي,يحبنا,نحبوه,فوق,راس, ...]","[لي,يحب+نا,نحب+و+ه,فوق,راس, ...]","[PART,V+PRON,V+PRON+PRON,ADV,NOUN, ...]"
"1","B","[@Minocha09459112,@fati_tanjawia,يرحم,باباك,حبسي, ...]","[@Minocha09459112,@fati_tanjawia,يرحم,بابا+ك,حبس+ي, ...]","[MENTION,MENTION,V,NOUN+PRON,V+PRON, ...]"
"3","A","[@besmalg,@Melisajodiyaho1,@MinaWeibe,@mimita40581532,@amelB11, ...]","[@besmalg,@Melisajodiyaho1,@MinaWeibe,@mimita40581532,@amelB11, ...]","[MENTION,MENTION,MENTION,MENTION,MENTION, ...]"
"3","B","[#SouhilabenLachhab,يعجبوني,الايهابيين,رغم,حبهم, ...]","[#SouhilabenLachhab,يعجب+و+ني,ال+ايهابي+ين,رغم,حب+هم, ...]","[HASH,V+PRON+PRON,DET+NOUN+NSUFF,ADV,NOUN+PRON, ...]"
"1","B","[يعجبوني,الحركى,تاع,خضراء,كي, ...]","[يعجب+و+ني,ال+حركى,تاع,خضراء,كي, ...]","[V+PRON+PRON,DET+NOUN,PREP,NOUN,PART, ...]"
"4","B","[يعني,راهم,يديرولنا,فالسوسبانس,باه, ...]","[يعني,را+هم,يدير+و+ل+نا,ف+ال+سوسبانس,باه, ...]","[V,PART+PRON,V+PRON+PREP+PRON,PREP+DET+NOUN,PART, ...]"
